Title,Rating,Genres,Tags,Watchers,Popularity,Cast,Synopsis
Juvenile Justice ,8.6,"Drama, Law","Delinquent Supporting Character, Hardworking Female Lead, Hardworking Male Lead, Judge Female Lead, Kind Male Lead, Redemption, Runaway Teenager, Strong Female Lead, Tough Female Lead, Violence",22768.0,-0.245,"Kim Hye Soo, Kim Mu Yeol, Lee Jung Eun, Lee Sung Min","Sim Eun Seok is an elite judge with a prickly personality who hates juvenile offenders. After she gets assigned to a local juvenile court, she tries to balance her aversion to minor offenders with firm beliefs on justice and punishment, as she goes out of her way to break custom and administer her own ways of punishing the offenders."
"Kill Me, Heal Me",8.7,"Comedy, Drama, Psychological, Romance","Boss-Employee Relationship, Dissociative Identity Disorder, Doctor Female Lead, Doctor-Patient Relationship, Mean Male Lead, Mental Health, Nice Male Lead, PTSD, Poor Woman, Psychiatrist Female Lead, Psychiatry, Rich Male Lead, Rich Man, Trauma",118665.0,0.09,"Hwang Jung Eum, Ji Sung, Kim Yoo Ri, Kim Young Ae, Oh Min Suk, Park Seo Joon","A traumatic childhood experience leaves Cha Do Hyeon, suffering from memory loss and dissociation. The latter has resulted in the creation of seven distinct personalities. Wanting to regain control over his life, he asks Oh Ri Jin, a first-year psychiatric resident, to help him, but she eventually falls in love with one of his personalities. Ri Jin’s twin brother, Oh Ri On, a famous mystery novelist, investigates Do Hyeon and his family. (Source: MyDramaList) Edit Translation  English Русский Türkçe Português"
"Kill Me, Heal Me ",8.7,"Comedy, Drama, Psychological, Romance","Boss-Employee Relationship, Dissociative Identity Disorder, Doctor Female Lead, Mean Male Lead, Nice Male Lead, Poor Woman, Psychiatrist Female Lead, Psychiatry, Rich Male Lead, Rich Man, Trauma",99839.0,0.02,"Hwang Jung Eum, Ji Sung, Kim Yoo Ri, Oh Min Suk, Park Seo Joon","A traumatic childhood experience leaves Cha Do Hyeon, suffering from memory loss and dissociation. The latter has resulted in the creation of seven distinct personalities. Wanting to regain control over his life, he asks Oh Ri Jin, a first-year psychiatric resident, to help him, but she eventually falls in love with one of his personalities. Ri Jin’s twin brother, Oh Ri On, a famous mystery novelist, investigates Do Hyeon and his family,"
Kingdom ,8.8,"Historical, Horror, Political, Thriller","Adapted From A Webtoon, Corruption, Gore, Joseon Dynasty, Nice Male Lead, Power Struggle, Strong Female Lead, Strong Male Lead, Survival, Zombies",58560.0,-0.15,"Bae Doo Na, Joo Ji Hoon, Kim Sung Gyu, Ryu Seung Ryong","No sooner does the Joseon King succumb to smallpox, do the rumors of his death begin. The Cho Clan, the clan of the pregnant Queen and her father, Chief State Councillor Cho Hak Joo, declares the Crown Prince, a traitor.
Questioning the circumstances surrounding the King’s death, the Crown Prince and his guard, Moo Young, set forth to locate Lee Seung Hui, the last physician to treat his father. But the two end up stuck with Assistant Physician Seo Bi and a mysterious man named Young Shin in a village plagued with a terrifying disease."
Kingdom Season 2,8.9,"Historical, Horror, Supernatural, Thriller","Corruption, Death, Gore, Greed, Joseon Dynasty, Power Struggle, Smart Female Lead, Strong Female Lead, Strong Male Lead, Zombies",36037.0,-0.252,"Bae Doo Na, Joo Ji Hoon, Jun Suk Ho, Kim  Sang Ho, Kim Sung Gyu, Ryu Seung Ryong","Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne."
Law School ,8.6,"Crime, Drama, Law, Mystery","Death, Hardworking Female Lead, Nice Male Lead, Poor Female Lead, Rich Male Lead, Slow Burn Romance, Smart Male Lead, Student, Uncle-Nephew Relationship, University",40828.0,-0.179,"Kim Bum, Kim Myung Min, Lee Jung Eun, Ryu Hye Young","When a grim incident occurs at their prestigious school, justice through law is put to the test by a tough law professor and his ambitious students.
Yang Jong Hoon is a criminal law professor and a former elite prosecutor, whose harsh words make him the professor to steer clear of. At the same time, there’s something compelling about his strict teaching methods and his refusal to accept less than the best from his future juniors in the legal profession.
Han Joon Hwi, a first-year law student, is at the top of his class. He’s a natural leader whose good looks and easy charm make him the perfect man - on paper. However, there’s an unexpected side to him that remains well-hidden.
Kang Sol (A) is another first-year law student who overcame childhood poverty and hardships by gaining special admission to the school. She walks a path of thorns due to her constant sense of deprivation and shame amidst the wealth and talent that surrounds her. Eventually, her passion will enlighten her on what it truly takes to be a good lawyer.
Kim Eun Sook is a civil law professor who was once the head of the law school’s free legal clinic. Her natural air of authority and freewheeling personality earned her the reputation for being a master in court. Known for being a highly relatable professor, she is the sole colleague Yang Jong Hoon dares to confide in."
Life on Mars ,8.8,"Action, Comedy, Mystery, Psychological","1980s, Bromance, Calm Male Lead, Coma, Investigation, Murder, Police Procedural, Smart Male Lead, Strong Female Lead, Thriller",26066.0,-0.27,"Go Ah Sung, Jung Kyung Ho, Noh Jong Hyun, Oh Dae Hwan, Park Sung Woong","As the leader of a crime investigation team, Han Tae Joo has propelled his career and risen through the ranks by trusting data over all else. One day, while investigating a serial murder case, he has an accident. When he wakes up, he suddenly finds himself in the winter of 1988. He doesn't know why, but he's now a detective appointed to work at a police station in a small city. To get back to the present day, Han Tae Joo tries to solve the case."
Little Women ,8.6,"Action, Drama, Mystery, Thriller","Female Centered Plot, Investigation, Multiple Mains, Murder, Outcast Female Lead, Poor Family, Poor Female Lead, Reporter Female Lead, Sisters' Relationship, Teenager Female Lead",36504.0,-0.195,"Kim Go Eun, Nam Ji Hyun, Park Ji Hoo, Wi Ha Joon","About three sisters with a close bond who grew up in poverty. It is the exciting story of the sisters as they get embroiled in a major incident and face off against the wealthiest family in the nation.
The eldest sister Oh In Joo wants to protect her family with money. Growing up in extreme poverty, her only dream was to live as well off as other normal people, but a major incident completely shakes up her life.
The second sister Oh In Kyung is a news reporter who does not want to bow down to money and aims to always do what’s right. When a mysterious case from her early reporter days returns close to her, she starts digging for the truth.
Oh In Hye, the youngest, is overwhelmed by the love of her older sisters who work hard for her. Although she has never even used decent art supplies due to their family’s financial situation, she enters an art high school with her natural talent."
Live ,8.7,"Comedy, Drama, Life, Romance","Investigation, Male Chases Female First, Nice Male Lead, Police Department Setting, Police Officer Female Lead, Police Officer Male Lead, Smart Female Lead, Strong Female Lead, Teamwork, Violence",20652.0,-0.272,"Bae Jong Ok, Bae Sung Woo, Jung Yu Mi, Lee Kwang Soo","The drama revolves around the incidents that occur in the police force and the joy, sorrow, and pain that police officers experience as they try to protect justice.
Yeom Sang Soo, is determined to live in the mainstream of society by becoming a public official. However, he becomes an icon of misfortune with every case that he handles and runs into conflict with a superior. Han Jung Oh is Yeom Sang Soo’s co-worker and a female officer that works to fight male chauvinism. The two characters with high fighting spirit join efforts to solve incidents."
Love Alarm,7.1,"Comedy, Drama, Romance, Youth","Adapted From A Webtoon, Bromance, First Love, Heartbreak, Love Triangle, Male Chases Female First, Poor Woman, Rich Male Lead, Rich Man, Suicide, Trauma",123882.0,0.405,"Go Min Si, Jung Ga Ram, Kim So Hyun, Kim Young Pil, Song Kang, Song Sun Mi","The cellphone app Love Alarm is created. If someone likes you and they are within 10 meters of you, the alarm for the app rings. The app also shows how many people like you, but the app doesn't reveal specific details on who likes you. Kim Jo Jo is a high school student. She is pretty and smart. She seems like a cheerful person, but her parents died when she was young. Since the death of her parents, Kim Jo Jo has lived with her aunt's family. Living there is not easy for Kim Jo Jo. She doesn't download the app as her phone isn’t new enough.Meanwhile, Hwang Sun Oh is a popular male student at the same high school that Kim Jo Jo attends. He is the son of a wealthy family, but he is not loved by his parents. His best friend, Lee Hye Yeong, also attends the same high school. Hwang Sun Oh notices that his best friend, Lee Hye Yeong, likes Kim Jo Jo. Hwang Sun Oh wants to know if his friend really likes her, so he kisses her.(Source: Dramanice)"
Love in the Moonlight,8.2,"Comedy, Drama, Historical, Romance","Bromance, Cross-Dressing, First Love, Forbidden Love, Hidden Identity, Joseon Dynasty, Lovers Separated, Male Chases Female First, Opposites Attract, Royalty",88407.0,0.071,"Chae Soo Bin, Chun Ho Jin, Jung Jin Young, Kim Yoo Jung, Kim You Jung, Kwak Dong Yeon, Park Bo Gum","To protect herself and her family, Hong Ra On disguises herself as a man and counsels men on dating. Due to a love letter she wrote for a client, she meets Crown Prince Hyo Myung. Ra On is unaware that he is the Crown Prince, and Hyo Myung is unaware that Ra On is a woman. Soon after Ra On is forced to become a eunuch by loan sharks, and the Crown Prince and Ra On become interested in each other. As Ra On tries to survive the palace and the Crown Prince navigates his journey to become king, will their love prosper?(Source: MyDramaList)"
Love to Hate You ,8.7,"Comedy, Law, Romance","Actor Male Lead, Badass Female Lead, Common Lead, Contract Relationship, Enemies To Lovers, Famous Lead, Famous Male Lead, Gender Discrimination, Skilled Fighter, Social Issues, Strong Female Lead",22953.0,-0.263,"Go Won Hee, Kim Ji Hoon, Kim Ok Bin, Yoo Teo","Yeo Mi Ran is a rookie attorney at Gilmu Law Firm, which works primarily with the entertainment industry. She is not interested in having a romantic relationship and she hates to lose to a man in anything.
Nam Kang Ho is a top actor in the entertainment industry. He is the most popular actor in South Korea due to his handsome appearance, intelligence, and kindness. He is sought after to work in romantic movies, but he doesn't actually trust women.
Yeo Mi Ran and Nam Kang Ho, who both don’t believe in love, fall into a love battle."
Lovely Runner,9.0,"Comedy, Fantasy, Music, Romance","Age Gap [Real Life], Butterfly Effect, Determined Female Lead, Famous Male Lead, Love At First Sight, Passionate Male Lead, Past And Present, Second Chance, Time Altering, Time Travel",95003.0,-0.053,"Byeon Woo Seok, Hong Seung Hee, Jung Suk Yong, Kim Hye Yoon, Lee Je Hoon, Lee Seung Hyub, Song Geon Hee, Tang Jun Sang","In the glitzy realm of stardom, Ryu Seon Jae shines as a top-tier celebrity, captivating the spotlight since his debut. Despite the facade of a perfect life, the demanding nature of the entertainment industry has left him utterly exhausted. Im Sol, an ardent admirer, holds an affectionate love for Ryu Seon Jae. A childhood accident derailed her dreams, yet the solace found in Ryu Seon Jae's music on the radio transformed her into an unwavering fan."
Misaeng: Incomplete Life ,8.7,"Business, Drama, Life","Adapted From A Webtoon, Bromance, Hardworking Female Lead, Hardworking Male Lead, Nice Male Lead, Office Worker, Smart Female Lead, Strong Female Lead, Teamwork, Workplace Abuse",29448.0,-0.239,"Byun Yo Han, Kang Ha Neul, Kang So Ra, Kim Dae Myung, Lee Sung Min, Yim Si Wan","Jang Geu Rae has played the game of Go since he was a child. When his plans of becoming a professional Go player fail, the down-and-out Geu Rae is forced to take an office job as an intern set up for him by an acquaintance’s recommendation for him to a large company called One International.
On his first day of work, Geu Rae meets an eager fellow intern, An Yeong Yi, as they both try to please their new boss, Section Chief Oh Sang Shik, and keep up with the ambitious employee, Jang Baek Ki. But they quickly find that their department is a little different from the others.
Geu Rae does his best at his new job while trying not to lose his humanity along the way."
Missing: The Other Side ,8.6,"Mystery, Supernatural, Thriller","Bromance, Childhood Friends' Relationship, Death, Ghost, Ghost-seeing Male Lead, Missing Person, Righteous Male Lead, Social Justice, Spirit, Village Setting",14502.0,-0.276,"Ahn So Hee, Go Soo, Ha Joon, Heo Joon Ho, Seo Eun Soo, Song Geon Hee","A village holds the spirits of missing, deceased people. A search to find the missing bodies and discover the truth behind their disappearance occurs.
Kim Wook is a smooth talker and a good-looking man. He commits fraud to make a living. One day, he happens to arrive at Duon Village, where the missing dead gather. He soon faces numerous mysteries.
Jang Pan Seok is a mysterious figure. He secretly looks for missing people. He is the connection between Duon Village and the outside world. He becomes a fraud partner with Kim Wook, and he solves cases.
Lee Jong Ah is Kim Wook's supporter. She is a white hat hacker out to gain social justice. She works as a low-ranking public officer at a community center as her day job.
Shin Joon Ho is an elite detective. One month prior to his wedding, his fiancée Choi Yeo Na disappears. To find her, he applies for the missing person squad."
Missing: The Other Side Season 2,8.7,"Mystery, Supernatural, Thriller","Afterlife, Cheerful Male Lead, Cold Case, Detective Male Lead, Hacker Female Lead, Righteous Male Lead, Slight Comedy, Social Justice, Swindler Male Lead, Village Setting",5034.0,-0.329,"Ahn So Hee, Go Soo, Ha Joon, Heo Joon Ho, Kim Dong Hwi, Lee Jung Eun","3 Gongdan is a village where missing deceased people, including Kang Eun Sil and Oh Il Yong, stay. Meanwhile, Kim Wook, Jang Pan Seok, Lee Jong A, and Detective Shin Joon Ho try to find the bodies of the missing people and chase after the truth behind their deaths."
Money Heist: Korea - Joint Economic Area - Part 2,8.6,"Action, Crime, Mystery, Thriller","Graphic Violence, Heist, Hostage Situation, Investigation, Multiple Mains, Non-MDL Remake, Reunification Of Korea, Slight Romance, Suspense, Violence",9505.0,-0.294,"Im Ji Yeon, Jang Yoon Ju, Jeon Jong Seo, Kim Ji Hoon, Kim Sung Oh, Kim Yoon Jin, Lee Gyu Ho, Lee Hyun Woo, Lee Won Jong, Park Hae Soo, Yoo Ji Tae","Thieves overtake the mint of a unified Korea. With hostages trapped inside, the police must stop them — as well as the shadowy mastermind behind it all."
Moon Lovers: Scarlet Heart Ryeo,8.7,"Fantasy, Historical, Melodrama, Romance","First Love, Goryeo Dynasty, Hate Relationship, Jealousy, Love, Possessive Male Lead, Power Struggle, Rivalry, Secret Relationship, Sibling Rivalry, Smart Male Lead",156474.0,0.229,"Byun Baek Hyun, Hong Jong Hyun, IU, Kang Ha Neul, Lee Joon Gi, Nam Joo Hyuk","When a total eclipse of the sun takes place, Go Ha Jin is transported back in time to the start of the Goryeo Dynasty of Korea during King Taejo's rule. She wakes up in the body of the 16-year-old Hae Soo and finds herself living in the house of the 8th Prince Wang Wook, who is married to Hae Soo's cousin. She soon befriends several of the princes and meets the ostracized 4th Prince, Wang So. Although knowing she should not get involved in palace intrigues over the succession to the throne, she inadvertently becomes a pawn in the struggle, as several of the Princes fall in love with her. (Source: MyDramaList)~~ Adapted from the novel “Bu Bu Jing Xin” (步步惊心) by Tong Hua (桐华).~~ There are 2 versions of this series, please read the FAQ thread for more info."
Moon Lovers: Scarlet Heart Ryeo ,8.7,"Fantasy, Historical, Melodrama, Romance","Adapted From A Novel, Badass Male Lead, Death, Goryeo Dynasty, Gwangjong, Jealousy, Possessive Male Lead, Power Struggle, Sibling Rivalry, Tearjerker",122991.0,0.106,"IU, Kang Ha Neul, Lee Joon Gi","When a total eclipse of the sun takes place, Go Ha Jin is transported back in time to the start of the Goryeo Dynasty of Korea during King Taejo's rule. She wakes up in the body of the 16-year-old Hae Soo and finds herself living in the house of the 8th Prince Wang Wook, who is married to Hae Soo's cousin. She soon befriends several of the princes and meets the ostracized 4th Prince, Wang So. Although knowing she should not get involved in palace intrigues over the succession to the throne, she inadvertently becomes a pawn in the struggle, as several of the Princes fall in love with her."
Mother ,9.0,"Melodrama, Mystery, Psychological, Thriller","Adoption, Child Abuse, Independent Female Lead, Investigation, Melodrama
Tags: Mother-Daughter Relationship, Motherhood, Mystery, Orphan Female Lead, Psychological, Smart Female Lead, Strong Female Lead, Suspense, Thriller",28984.0,-0.297,"Heo Yool, Lee Bo Young, Lee Hye Young","Realizing one of her students is being abused, school teacher and bird researcher Soo Jin impulsively kidnaps the girl and acts as a substitute mother in an attempt to take care of her."
Mouse ,8.8,"Mystery, Psychological, Sci-Fi, Thriller","Character Development, Child Sexual Abuse, Dark Fiction, Death, Flashback To Past, Grandma-Granddaughter Relationship, Investigation, Murder, Sexual Assault, Suspense",45809.0,-0.197,"Kyung Soo Jin, Lee Hee Joon, Lee Seung Gi, Park Ju Hyun","A suspenseful story that asks the key question, “What if we could identify psychopaths in advance?” A crazed serial killer’s ruthless murders have left the entire nation gripped with fear, and chaos reigns. Justice-seeking rookie police officer, Jung Ba Reum, comes face to face with the killer. While he survives his dangerous encounter with the psychopath, Jung Ba Reum finds his life completely changing before his eyes."
Move to Heaven,9.2,"Drama, Family, Life","Autism, Autism Spectrum Disorder, Cleaning And Organizing, Death, Ex-convict, Father-Son Relationship, Life Lesson, Mourning, Murder, Savant Syndrome, Tearjerker, Uncle-Nephew Relationship",64103.0,-0.204,"Hong Seung Hee, Jung Suk Yong, Jung Young Joo, Lee Je Hoon, Lee Moon Shik, Tang Jun Sang","Han Geu Roo is a 20-year-old with Autism. He works for his father’s business “Move To Heaven,” a company that specializes in crime scene cleanup, where they also collect and arrange items left by deceased people, and deliver them to the bereaved family.
When Geu Roo's father dies, Geu Roo's guardianship passes to his uncle, ex-convict Cho Sang Gu, who is a martial arts fighter in underground matches. Per the father's will, Sang Gu must care for and work with Geu Roo in “Move To Heaven” for three months to gain full guardianship and claim the inheritance. Eying money, Sang Gu agrees to the conditions and moves in."
Mr. Queen,9.0,"Comedy, Fantasy, Historical, Mystery, Romance","Body Swap, Calm Male Lead, Eccentric Female Lead, Gender Swap, Joseon Dynasty, Marriage Of Convenience, Palace Setting, Power Struggle, Sassy Female Lead, Smart Male Lead, Time Travel, Transmigration",104211.0,-0.019,"Bae Jong Ok, Jo Yun Hee, Kim Jung Hyun, Kim Tae Woo, Seol In Ah, Shin Hye Sun","Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country’s top politicians in the Blue House’s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea’s past."
Mr. Queen ,9.0,"Comedy, Fantasy, Historical, Romance","Calm Male Lead, Eccentric Female Lead, Gender Swap, Identity Crisis, Joseon Dynasty, Power Struggle, Sassy Female Lead, Smart Male Lead, Time Travel, Transmigration",66296.0,-0.159,"Kim Jung Hyun, Shin Hye Sun","Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country’s top politicians in the Blue House’s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea’s past.
While Queen Kim So Yong’s husband is the reigning monarch, King Cheol Jong, he is so in name only. The late King Sunjo’s Queen, Sun Won, has taken advantage of King Cheol Jong’s better nature, and is ruling the realm in his name. And she faces competition from her own brother, Kim Jwa Guen, who also has designs on power.
Queen Kim So Yong will come to discover that her husband harbours some secrets, and is not as gentle and meek as he seems…"
Mr. Sunshine ,8.9,"Historical, Melodrama, Military, Romance","Bromance, Female Lead Action Scenes, Gun Violence, Imperialism, Independent Female Lead, Japanese Colonial Rule, Rebellion, Smart Male Lead, Strong Female Lead, Strong Male Lead",61076.0,-0.16,"Byun Yo Han, Kim Min Jung, Kim Tae Ri, Lee Byung Hun, Yoo Yeon Seok","Mr. Sunshine centers on a young boy born into a house servant's family who travels to the United States during the 1871 Shinmiyangyo (U.S. expedition to Korea). He returns to his homeland later as a U.S. marine officer. He meets and falls in love with an aristocrat’s daughter. At the same time, he discovers a plot by foreign forces to colonize Korea."
My Father Is Strange ,8.6,"Comedy, Drama, Romance","Eccentric Female Lead, Evil Mother-in-Law, Fake Incest, Family Secret, Father-Daughter Relationship, Father-Son Relationship, Mother-Daughter Relationship, Mother-Son Relationship, Multiple Couples, Strong Female Lead",27397.0,-0.228,"Jung So Min, Kim Hae Sook, Kim Yeong Cheol, Lee Joon, Lee Yoo Ri, Ryu Soo Young","This drama is about a family that lives on the outskirts of Seoul. Byun Han Soo is the father and His wife, Na Yeong Shil is a dedicated, responsible mother to his three daughters and one son including Hye Yeong, Mi Yeong, Ra Yeong, and Joon Young. Suddenly one day, Ahn Joong Hee shows up at the household and declares that he is the son of the family. Joong Hee is an actor who used to be a member of an idol group. He begins to live with them."
My Liberation Notes ,8.6,"Drama, Life, Melodrama, Romance","Alcoholic Male Lead, Alcoholism, Character Development, Inner Monologue, Introverted Female Lead, Loneliness, Multiple Couples, Multiple Mains, Slow Burn Romance, Slow Burn Story",29182.0,-0.222,"Kim Ji Won, Lee El, Lee Min Ki, Son Seok Koo","Set in Sanpo Village where more people leave than remain, the three Yeom siblings, Chang Hee, Mi Jung, and Ki Jung, wish to escape from a life rife with uncertainty.
A mysterious man, Mr. Goo, moves into their neighbourhood. He is a drunkard with the look of someone with many burdens and secrets. His cautious personality and preference for keeping to himself make him the subject of gossip. Mi Jung, the youngest and most timid Yeom sibling, decides to approach him."
My Love from the Star,8.57,"Comedy, Drama, Romance, Supernatural","Airhead Female Lead, Alien, Celebrity, Cyberbullying, Famous Actress, Interspecies Romance, Opposites Attract, Professor, Rich Male Lead, Sassy Female Lead, Smart Male Lead, Spoiled Female Lead, Star Crossed Lovers, Superhuman Strength, Time Manipulation",164412.0,0.282,"Jun Ji Hyun, Kim Chang Wan, Kim Soo Hyun, Park Hae Jin, Shin Sung Rok, Yoo In Na","Do Min Joon is an alien who landed on Earth 400 years ago during the Joseon Dynasty period. He possesses a near perfect appearance and enhanced physical abilities involving his vision, hearing and speed. Later, he discovers that he has three months left on Earth. And that is when he meets Cheon Song Yi, the biggest Hallyu star in Korea."
My Mister,9.07,"Drama, Family, Life, Psychological","Age Gap, Cold Woman, Corruption, Depression, Grandma-Granddaughter Relationship, Hardship, Healing, Infidelity, Nice Male Lead, Poor Female Lead, Power Struggle, Smart Female Lead, Strong Female Lead, Warm Man, Workplace",84371.0,-0.105,"IU, Kim Young Min, Lee Ji Ah, Lee Sun Kyun, Park Ho San, Song Sae Byuk","Park Dong Hoon is a middle-aged engineer who is married to attorney Kang Yoon Hee. However, his life is not that happy as he has two unemployed brothers, Sang Hoon and Gi Hoon, who rely on him. Moreover, his wife is secretly having an affair with CEO Do Joon Yeong, his current boss and college junior."
My Mister ,9.0,"Drama, Life, Psychological","Deception, Depression, Grandma-Granddaughter Relationship, Healing, Infidelity, Lying, Nice Male Lead, Poor Female Lead, Power Struggle, Strong Female Lead",60644.0,-0.18,"IU, Lee Sun Kyun","Park Dong Hoon is a middle-aged engineer who is married to attorney Kang Yoon Hee. However, his life is not that happy as he has two unemployed brothers, Sang Hoon and Gi Hoon, who rely on him. Moreover, his wife is secretly having an affair with CEO Do Joon Yeong, his current boss and college junior.
Receiving an unexpected bribe one day, Dong Hoon notices that his co-worker Lee Ji An witnessed the incident. Ji An is a young part-time worker at Dong Hoon's company who is drowning in debt and left alone to take care of her ill grandmother. Dong Hoon then gets entangled in his brothers' struggle to get back on their feet and the company's internal rivalry between the company's CEO and the people opposing him. All the while, unaware that CEO Joon Yeong wants to get rid of him and that Ji An is working for him."
My Name,8.7,"Action, Crime, Mystery, Thriller","Badass Female Lead, Crime Boss, Criminal Organization, Death, Double Identity, Drugs, Gang, Hidden Identity, Murder, Noir, Revenge, Strong Female Lead, Strong Male Lead, Trauma, Undercover Agent",109078.0,0.054,"Ahn Bo Hyun, Chang Ryul, Han So Hee, Jang Yool, Kim  Sang Ho, Lee Hak Joo, Park Hee Soon","Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction."
My Name ,8.7,"Action, Crime, Mystery, Thriller","Antihero, Blood, Death, Double Identity, Gang, Gun Violence, Hidden Identity, Lying, Murder, Revenge",65658.0,-0.106,"Ahn Bo Hyun, Han So Hee, Park Hee Soon","Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.
Yoon Ji Woo, a member of a organized crime ring, goes undercover as a police officer and harbors cold revenge in her heart. Helping Yoon Ji Woo go undercover is Choi Moo Jin, the boss of the biggest drug ring in Korea, whose true motives are not easy to read.
Jeon Pil Do is a police detective in the Drug Investigation Unit. He is a stickler for rules who becomes Yoon Ji Woo’s partner when she joins the police. Cha Gi Ho is the team leader of the Drug Investigation Unit. He and Choi Moo Jin have long been enemies, with Cha Gi Ho vowing to take down his crime ring before he retires.
Jung Tae Joo is Choi Moo Jin’s subordinate in the drug ring. Because of his steadfast loyalty, he is Choi Moo Jin’s most trusted henchman. Do Gang Jae is a former member of the drug ring. After causing problems and getting kicked out of the gang, he vowed revenge against them."
My Roommate Is a Gumiho,8.37,"Comedy, Fantasy, Romance","Adapted From A Webtoon, Calm Male Lead, Cohabitation, Friendship, Independent Female Lead, Interspecies Romance, Multiple Couples, Multiple Mains, Nice Male Lead, Nine-tailed Fox, Smart Male Lead, Straightforward Female Lead, Supernatural",94650.0,0.062,"Bae In Hyuk, Jang Ki Yong, Kang Han Na, Kim Do Wan, Lee Hye Ri, Park Kyung Hye","Shin Woo Yeo is a handsome and smart writer, who is actually a 999-year-old nine-tailed fox. To become a human, he collects human energy in a bead. One day, the drunk friend of Lee Dam, a university student, falls asleep on top of an expensive car whose owner is Woo Yeo. While Lee Dam struggles to take her friend away and Woo Yeo trying to help her, Woo Yeo's bead accidentally falls out of his mouth, and Lee Dam unintentionally swallows it. The bead can exist inside of a human for no more than 1 year and, afterward, the bead will break inside of that person causing the person to die. Not wanting to lose his chance in becoming a human, Woo Yeo explains to Lee Dam their predicament and suggests living together until they figure out a solution. Lee Dam, who has never had a boyfriend in her life, now lives with Shin Woo Yeo."
My Secret Romance,7.6,"Comedy, Drama, Life, Romance","Boss-Employee Relationship, Cooking, Fast Paced Romance, Love Triangle, Mean Male Lead, Meet Again, Mother-Daughter Relationship, One-night Stand, Poor Woman, Rich Male Lead, Rich Man",95779.0,0.209,"Baek Seung Heon, Jung Da Sol, Kim Jae Young, Lee Hae In, Song Ji Eun, Sung Hoon","Cha Jin Wook is a son from a wealthy family who runs a large company. He usually only pursues short-term love, but when he meets Lee Yoo Mi, who has never had a boyfriend before, he changes. In a dating world full of busy people who tend to flirt and chase “some” relationships rather than having meaningful connections that allow them to show their true feelings, this couple has an one-night stand. They meet again three years later, whereupon they kick off a shaky push-pull romance that’ll keep them on their toes as they fall in love.(Source: Amazon.com.au)~~ Two versions available: 13 episodes (TV) || 14 episodes (DVD ; online)"
Navillera ,9.0,"Drama, Life","Adapted From A Webtoon, Ballet, Bromance, Character Development, Father-Son Relationship, Grandpa-Granddaughter Relationship, Kind Male Lead, Life Lesson, Second Chance, Unusual Friendship",36739.0,-0.268,"Park In Hwan, Song Kang","A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.
Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support his family. Now, Shim Deok Chool makes the decision to pursue his dream again. His family, including his wife and adult children, are not happy with his decision, but Shim Deok Chool does not waver in pursuing his life long dream. He joins a ballet company to learn ballet. There, he meets Lee Chae Rok.
Lee Chae Rok is a 23-year-old man. While growing up, he played different sports like baseball, swimming, and soccer, but he wasn't talented in any of those activities. He then became interested in ballet. His mother was a ballet dancer, but she died from a disease when Lee Chae Rok was young. His father later went bankrupt. Lee Chae Rok learned that he has a talent for ballet, but, after pursuing ballet, he barely has contact with his father and he has a hard time supporting himself financially. Going through hard times, his desire for ballet fades away. At this time, Sim Deok Chool appears in front of him."
Oh My Ghost,8.3,"Comedy, Romance, Supernatural, Thriller","Boss-Employee Relationship, Cold Man, Female Chases Male First, Ghost-seeing Female Lead, Hardworking Male Lead, Identity Swap, Love Triangle, Shamanism, Sismance, Successful Male Lead, Warm Woman",102877.0,0.106,"Im Joo Hwan, Jo Jung Suk, Kang Ki Young, Kim Seul Gi, Kwak Shi Yang, Park Bo Young","Bong Sun, a timid young woman, is possessed by the ghost of a lustful virgin. She has zero self-confidence, and because of her extreme shyness, she doesn’t have any close friends. At the restaurant where she works as an assistant, she’s not particularly good at anything, and mostly just gets yelled at a lot. Her grandmother was a shaman so from a young age she’s been able to occasionally see ghosts, though it’s not until she meets the lascivious ghost that she gets possessed totally. Sun Woo is a conceited star chef who’s overflowing with confidence in his food and his skills. Bong Sun harbours a secret crush on him, though he doesn't take much notice of her for two reasons: because he’s always surrounded by women and because he’s hung up on an old flame. But then one day, Bong Sun starts acting differently, shedding her mousy personality, and ends up constantly on Sun Woo’s mind."
